1, 1, heb, transcription, </supplied>1, texts/xml/jeru0194.xml
בני, בני, heb, transcription, בני, texts/xml/jord0001.xml
בניאיר, בניאיר, heb, transcription, בניאיר</p></div>, texts/xml/masa0437.xml
בניו, בניו, heb, transcription, בניו, texts/xml/beth0239.xml
בניו, בניו, heb, transcription, </lb>ב]ניו, texts/xml/qumr0002.xml
בנסד, בנסד, heb, transcription, בנסד, texts/xml/jord0001.xml
בנת, בנת, heb, transcription, בנת, texts/xml/jeru0236.xml
בסוף, בסוף, heb, transcription, בסוף, texts/xml/beth0223.xml
בסוף, בסוף, heb, transcription, בסוף, texts/xml/beth0224.xml
בסייה, בסייה, heb, transcription, בסייה</supplied>, texts/xml/masa0506.xml
בסלו, בסלו, heb, transcription, </lb>בסלו, texts/xml/evro0014.xml
בע, בע, heb, transcription, בע, texts/xml/jeru0194.xml
בע, בע, heb, transcription, בע, texts/xml/jeru0206.xml
בצק, בצק, heb, transcription, בצק</p></div>, texts/xml/masa0548.xml
בקש, בקש, heb, transcription, בקש, texts/xml/jord0001.xml
בקשו, בקשו, heb, transcription, בקשו, texts/xml/jord0001.xml
בר, בר, heb, transcription, בר, texts/xml/beth0224.xml
בר, בר, heb, transcription, </lb>בר, texts/xml/beth0255.xml
בר, בר, heb, transcription, </lb>בר, texts/xml/hebr0001.xml
בר, בר, heb, transcription, בר, texts/xml/jent0006.xml
בר, בר, heb, transcription, בר, texts/xml/jent0006.xml
בר, בר, heb, transcription, </lb>בר, texts/xml/jeri0001.xml
בר, בר, heb, transcription, בר, texts/xml/jeru0005.xml
בר, בר, heb, transcription, בר, texts/xml/jeru0009.xml
בר, בר, heb, transcription, בר, texts/xml/jeru0010.xml
בר, בר, heb, transcription, בר, texts/xml/jeru0180.xml
בר, בר, heb, transcription, בר, texts/xml/jeru0186.xml
בר, בר, heb, transcription, בר, texts/xml/jeru0186.xml
בר, בר, heb, transcription, בר, texts/xml/jeru0193.xml
בר, בר, heb, transcription, </lb>בר, texts/xml/jeru0234.xml
בר, בר, heb, transcription, </lb>בר, texts/xml/jeru0305.xml
בר, בר, heb, transcription, </unclear>בר, texts/xml/jord0001.xml
בר, בר, heb, transcription, </lb>בר, texts/xml/mari0004.xml
בר, בר, heb, transcription, בר</p></div>, texts/xml/masa0037.xml
בר, בר, heb, transcription, בר, texts/xml/masa0398.xml
בר, בר, heb, transcription, בר</p></div>, texts/xml/masa0408.xml
בר, בר, heb, transcription, בר, texts/xml/masa0414.xml
בר, בר, heb, transcription, בר</p></div>, texts/xml/masa0415.xml
בר, בר, heb, transcription, </gap>בר</p></div>, texts/xml/masa0475.xml
בר, בר, heb, transcription, בר</p></div>, texts/xml/masa0480.xml
בר, בר, heb, transcription, בר</p></div>, texts/xml/masa0481.xml
בר, בר, heb, transcription, ב</supplied>ר, texts/xml/masa0482.xml
בר, בר, heb, transcription, ב</supplied>ר, texts/xml/masa0483.xml
בר, בר, heb, transcription, בר</p></div>, texts/xml/masa0502.xml
בר, בר, heb, transcription, בר, texts/xml/sepp0002.xml
בר, בר, heb, transcription, בר, texts/xml/sepp0003.xml
בר, בר, heb, transcription, </lb></gap>בר, texts/xml/sepp0004.xml
בר, בר, heb, transcription, </lb>בר</supplied>, texts/xml/sepp0004.xml
בר, בר, heb, transcription, בר, texts/xml/sepp0005.xml
בר, בר, heb, transcription, בר, texts/xml/sepp0007.xml
בר, בר, heb, transcription, בר</unclear>, texts/xml/sepp0007.xml
בר, בר, heb, transcription, </gap></supplied>בר, texts/xml/sepp0010.xml
בר, בר, heb, transcription, בר, texts/xml/sepp0010.xml
בר, בר, heb, transcription, בר, texts/xml/shap0002.xml
בר, בר, heb, transcription, בר, texts/xml/shap0003.xml
ברב, ברב, heb, transcription, ברב, texts/xml/jaff0052.xml
ברה, ברה, heb, transcription, ברה, texts/xml/jeru0007.xml
ברה, ברה, heb, transcription, ברה, texts/xml/jeru0045.xml
ברוך, ברוך, heb, transcription, ברוך, texts/xml/jord0001.xml
ברוך, ברוך, heb, transcription, ברוך, texts/xml/jord0001.xml
ברוך, ברוך, heb, transcription, </lb>ברוך, texts/xml/unkn0103.xml
ברוך, ברוך, heb, transcription, ברוך</supplied>, texts/xml/unkn0103.xml
בריה, בריה, heb, transcription, בריה</p></div>, texts/xml/masa0461.xml
בריה, בריה, heb, transcription, </gap>בריה</gap></p></div>, texts/xml/masa0503.xml
ברך, ברך, heb, transcription, </gap>ב</supplied>ר</gap>ך</supplied>, texts/xml/abil0001.xml
ברכ, ברכ, heb, transcription, ברכ, texts/xml/jord0001.xml
ברכה, ברכה, heb, transcription, ברכה, texts/xml/masa0393.xml
ברכת, ברכת, heb, transcription, </lb>ברכת, texts/xml/dabb0003.xml
ברכתה, ברכתה, heb, transcription, </lb>ברכתה, texts/xml/dabb0004.xml
ברכתה, ברכתה, heb, transcription, ברכתה, texts/xml/tibe0003.xml
ברקי, ברקי, heb, transcription, ברקי, texts/xml/masa0398.xml
ברת, ברת, heb, transcription, ברת, texts/xml/jeri0011.xml
ברת, ברת, heb, transcription, ברת, texts/xml/jeri0011.xml
ברת, ברת, heb, transcription, </lb>ברת, texts/xml/jeru0040.xml
ברת, ברת, heb, transcription, ברת, texts/xml/jeru0234.xml
ברת, ברת, heb, transcription, ברת, texts/xml/jeru0305.xml
ברתא, ברתא, heb, transcription, ברתא, texts/xml/jeru0098.xml
ברתה, ברתה, heb, transcription, ברתה, texts/xml/sepp0003.xml
בשלום, בשלום, heb, transcription, </lb>בשלום, texts/xml/beth0227.xml
בשלום, בשלום, heb, transcription, </lb>בשלום, texts/xml/beth0227.xml
בשלום, בשלום, heb, transcription, </lb>בשלום</p></div>, texts/xml/beth0238.xml
בשנת, בשנת, heb, transcription, </lb>בשנת, texts/xml/qumr0001.xml
בשר, בשר, heb, transcription, בשר, texts/xml/jord0001.xml
בשר, בשר, heb, transcription, בשר, texts/xml/masa0547.xml
בת, בת, heb, transcription, בת, texts/xml/akld0024.xml
בת, בת, heb, transcription, בת, texts/xml/beth0237.xml
בת, בת, heb, transcription, בת, texts/xml/beth0237.xml
בת, בת, heb, transcription, בת, texts/xml/jeri0011.xml
בת, בת, heb, transcription, </lb>בת, texts/xml/jeru0127.xml
בת, בת, heb, transcription, בת, texts/xml/jeru0127.xml
בת, בת, heb, transcription, </lb>בת, texts/xml/jeru0231.xml
בת, בת, heb, transcription, בת</p></div>, texts/xml/masa0403.xml
בת, בת, heb, transcription, בת</p></div>, texts/xml/masa0405.xml
בתו, בתו, heb, transcription, בתו, texts/xml/beth0237.xml
בתו, בתו, heb, transcription, </lb>בתו, texts/xml/beth0247.xml
בתולה, בתולה, heb, transcription, </lb>בתולה, texts/xml/beth0237.xml
בתולה, בתולה, heb, transcription, </lb>בתולה, texts/xml/tibe0001.xml
ג, ג, heb, transcription, </unclear></unclear></unclear></unclear>ג, texts/xml/jord0001.xml
ג, ג, heb, transcription, ג, texts/xml/jord0001.xml
ג, ג, heb, transcription, </unclear>ג, texts/xml/jord0001.xml
ג, ג, heb, transcription, </lb>ג, texts/xml/masa0360.xml
ג, ג, heb, transcription, </lb>ג</num>, texts/xml/masa0393.xml
ג, ג, heb, transcription, ג</unclear>, texts/xml/qumr0001.xml
ג, ג, heb, transcription, ג</unclear>, texts/xml/qumr0001.xml
גבריאל, גבריאל, heb, transcription, גבריאל, texts/xml/jord0001.xml
גבריאל, גבריאל, heb, transcription, גבריאל, texts/xml/jord0001.xml
גבריאל, גבריאל, heb, transcription, גבריאל, texts/xml/jord0001.xml
גדי, גדי, heb, transcription, </lb>גדי, texts/xml/tibe0001.xml
גירה, גירה, heb, transcription, גירה, texts/xml/sepp0008.xml
גלית, גלית, heb, transcription, גלית, texts/xml/jeri0005.xml
גמליאל, גמליאל, heb, transcription, </lb>גמליאל, texts/xml/beth0237.xml
גמליאל, גמליאל, heb, transcription, גמליאל, texts/xml/beth0237.xml
גמליאל, גמליאל, heb, transcription, גמליאל, texts/xml/beth0248.xml
גני, גני, heb, transcription, גני, texts/xml/jord0001.xml
גר, גר, heb, transcription, גר, texts/xml/jord0001.xml
גר, גר, heb, transcription, גר</unclear>, texts/xml/masa0540.xml
גר, גר, heb, transcription, גר</supplied>, texts/xml/masa0540.xml
גרגר, גרגר, heb, transcription, גרגר</supplied>, texts/xml/masa0537.xml
גרגר, גרגר, heb, transcription, גרגר</p></div>, texts/xml/masa0541.xml
גרגר, גרגר, heb, transcription, גרגר</p></div>, texts/xml/masa0542.xml
גרמלקרת, גרמלקרת, heb, transcription, גרמלקרת</p></div>, texts/xml/tana0001.xml
ד, ד, heb, transcription, </lb>ד</supplied>, texts/xml/beth0281.xml
ד, ד, heb, transcription, ד, texts/xml/jeru0177.xml
ד, ד, heb, transcription, </unclear></unclear></unclear>ד, texts/xml/jord0001.xml
ד, ד, heb, transcription, </unclear></gap>ד, texts/xml/jord0001.xml
ד, ד, heb, transcription, </unclear>ד, texts/xml/jord0001.xml
ד, ד, heb, transcription, </unclear>ד, texts/xml/jord0001.xml
ד, ד, heb, transcription, </unclear></unclear></gap></unclear></unclear>ד, texts/xml/jord0001.xml
ד, ד, heb, transcription, </unclear></unclear></unclear></unclear></gap></unclear></gap>ד, texts/xml/jord0001.xml
ד, ד, heb, transcription, ד, texts/xml/jord0001.xml
ד, ד, heb, transcription, ד, texts/xml/jord0001.xml
ד, ד, heb, transcription, ד</supplied>, texts/xml/masa0529.xml
ד, ד, heb, transcription, ד</supplied>, texts/xml/masa0535.xml
ד, ד, heb, transcription, ד</unclear>, texts/xml/qumr0001.xml
דא, דא, heb, transcription, </gap>דא, texts/xml/jord0001.xml
דאיק, דאיק, heb, transcription, דאיק, texts/xml/tibe0010.xml
דאתחזק, דאתחזק, heb, transcription, </lb>[ד]אתחזק, texts/xml/abil0001.xml
דב, דב, heb, transcription, דב</supplied>, texts/xml/masa0539.xml
דבגוה, דבגוה, heb, transcription, דבגוה, texts/xml/beth0223.xml
דבל, דבל, heb, transcription, </lb>דבל</unclear>, texts/xml/masa0537.xml
דבלה, דבלה, heb, transcription, דבלה, texts/xml/masa0516.xml
דבלה, דבלה, heb, transcription, דבלה</p></div>, texts/xml/masa0519.xml
דבלה, דבלה, heb, transcription, דבלה</p></div>, texts/xml/masa0522.xml
דבלה, דבלה, heb, transcription, דבלה</supplied>, texts/xml/masa0525.xml
דבלה, דבלה, heb, transcription, דבלה</unclear>, texts/xml/masa0526.xml
דבלה, דבלה, heb, transcription, ד</supplied>בלה</p></div>, texts/xml/masa0527.xml
דבלה, דבלה, heb, transcription, ד</unclear>בלה</p></div>, texts/xml/masa0528.xml
דבלה, דבלה, heb, transcription, דבלה</supplied>, texts/xml/masa0530.xml
דבלה, דבלה, heb, transcription, דב</supplied>לה</unclear>, texts/xml/masa0531.xml
דבלה, דבלה, heb, transcription, ד</supplied>בלה</p></div>, texts/xml/masa0533.xml
דבלה, דבלה, heb, transcription, דבלה</supplied>, texts/xml/masa0536.xml
דבלה, דבלה, heb, transcription, ד</unclear>בלה</unclear>, texts/xml/masa0538.xml
דבלה, דבלה, heb, transcription, </lb>דבלה</supplied>, texts/xml/masa0540.xml
דבנישראל, דבנישראל, heb, transcription, דבנישראל, texts/xml/mari0004.xml
דבר, דבר, heb, transcription, </gap>דבר, texts/xml/jord0001.xml
דבר, דבר, heb, transcription, דבר, texts/xml/jord0001.xml
דבתמלכו, דבתמלכו, heb, transcription, </lb>דבתמלכו, texts/xml/beth0267.xml
דגים, דגים, heb, transcription, </lb>דגים, texts/xml/tibe0001.xml
דהכה, דהכה, heb, transcription, דהכה, texts/xml/abil0001.xml
דוגה, דוגה, heb, transcription, דוגה</p></div>, texts/xml/masa0553.xml
דוד, דוד, heb, transcription, דוד, texts/xml/jord0001.xml
דוד, דוד, heb, transcription, דוד, texts/xml/jord0001.xml
דוסטס, דוסטס, heb, transcription, </lb>דוסטס, texts/xml/jeru0042.xml
דוסתס, דוסתס, heb, transcription, דוסתס</p></div>, texts/xml/masa0382.xml
די, די, heb, transcription, </lb>די, texts/xml/jeru0098.xml
די, די, heb, transcription, די, texts/xml/jeru0236.xml
דיפתח, דיפתח, heb, transcription, </lb>דיפתח, texts/xml/beth0224.xml
דכיר, דכיר, heb, transcription, </lb>דכיר, texts/xml/mari0004.xml
דכל, דכל, heb, transcription, דכל, texts/xml/beth0224.xml
דלי, דלי, heb, transcription, </lb>דלי, texts/xml/tibe0001.xml
דם, דם, heb, transcription, </gap>דם, texts/xml/jord0001.xml
דם, דם, heb, transcription, דם, texts/xml/jord0001.xml
דם, דם, heb, transcription, דם, texts/xml/jord0001.xml
דעבר, דעבר, heb, transcription, דעבר, texts/xml/sepp0010.xml
דעוך, דעוך, heb, transcription, דעוך, texts/xml/jord0001.xml
דעל, דעל, heb, transcription, דעל, texts/xml/dabb0001.xml
דר, דר, heb, transcription, </gap></unclear>ד/ר, texts/xml/jord0001.xml
דרהמין, דרהמין, heb, transcription, דרהמין, texts/xml/tibe0010.xml
דתמא, דתמא, heb, transcription, </lb>דתמא, texts/xml/beth0252.xml
דתנחום, דתנחום, heb, transcription, </lb>דתנחום, texts/xml/sepp0005.xml
ה, ה, heb, transcription, ה, texts/xml/beth0261.xml
ה, ה, heb, transcription, ה</unclear>, texts/xml/beth0265.xml
ה, ה, heb, transcription, ה</supplied>, texts/xml/dabb0003.xml
ה, ה, heb, transcription, ה</supplied>, texts/xml/huqo0001.xml
ה, ה, heb, transcription, ה</supplied>, texts/xml/jeru0123.xml
ה, ה, heb, transcription, </lb>ה, texts/xml/jeru0198.xml
ה, ה, heb, transcription, </unclear>ה, texts/xml/jord0001.xml
ה, ה, heb, transcription, </gap></unclear>ה, texts/xml/jord0001.xml
ה, ה, heb, transcription, </gap></unclear></unclear>ה, texts/xml/jord0001.xml
ה, ה, heb, transcription, ה</supplied>, texts/xml/jord0001.xml
ה, ה, heb, transcription, </unclear></unclear>ה, texts/xml/jord0001.xml
ה, ה, heb, transcription, ה, texts/xml/jord0001.xml
ה, ה, heb, transcription, </unclear></unclear></unclear></unclear>ה, texts/xml/jord0001.xml
ה, ה, heb, transcription, ה, texts/xml/jord0001.xml
ה, ה, heb, transcription, </gap></unclear></unclear></gap>ה, texts/xml/jord0001.xml
ה, ה, heb, transcription, ה, texts/xml/jord0001.xml
ה, ה, heb, transcription, ה, texts/xml/jord0001.xml
ה, ה, heb, transcription, </unclear></unclear>ה, texts/xml/jord0001.xml
ה, ה, heb, transcription, ה, texts/xml/jord0001.xml
ה, ה, heb, transcription, ה, texts/xml/jord0001.xml
ה, ה, heb, transcription, </lb></gap>ה, texts/xml/masa0450.xml
ה, ה, heb, transcription, ה</unclear>, texts/xml/masa0461.xml
ה, ה, heb, transcription, ה</supplied>, texts/xml/masa0537.xml
ה, ה, heb, transcription, ה</supplied>, texts/xml/masa0547.xml
ה, ה, heb, transcription, </lb>ה</unclear>, texts/xml/qumr0001.xml
הא, הא, heb, transcription, הא, texts/xml/jord0001.xml
הא, הא, heb, transcription, הא, texts/xml/jord0001.xml
האות, האות, heb, transcription, האות, texts/xml/jord0001.xml
האחרין, האחרין, heb, transcription, האחרין, texts/xml/jord0001.xml
הארון, הארון, heb, transcription, הארון, texts/xml/beth0247.xml
הארץ, הארץ, heb, transcription, הארץ, texts/xml/jord0001.xml
הארץ, הארץ, heb, transcription, הארץ, texts/xml/jord0001.xml
הגאים, הגאים, heb, transcription, הגאים, texts/xml/jord0001.xml
הגדל, הגדל, heb, transcription, הגדל, texts/xml/jeru0234.xml
הגדל, הגדל, heb, transcription, הגדל</p></div>, texts/xml/jeru0305.xml
הדה, הדה, heb, transcription, </lb>הדה, texts/xml/beth0223.xml
הדי, הדי, heb, transcription, הד</unclear>/י</gap>, texts/xml/qumr0001.xml
הדן, הדן, heb, transcription, </lb>הדן, texts/xml/sepp0010.xml
הו, הו, heb, transcription, </unclear>הו, texts/xml/jord0001.xml
הו, הו, heb, transcription, הו</gap>, texts/xml/qumr0002.xml
הוא, הוא, heb, transcription, הוא, texts/xml/jord0001.xml
הוא, הוא, heb, transcription, </unclear></unclear></unclear></gap>הוא, texts/xml/jord0001.xml
הוה, הוה, heb, transcription, הוה, texts/xml/jeru0236.xml
הוה, הוה, heb, transcription, הוה, texts/xml/jord0001.xml
הוה, הוה, heb, transcription, הוה, texts/xml/jord0001.xml
הוית, הוית, heb, transcription, הוית, texts/xml/jeru0236.xml
הז, הז, heb, transcription, הז</unclear>, texts/xml/beth0261.xml
הזה, הזה, heb, transcription, הזה, texts/xml/jaff0052.xml
הזה, הזה, heb, transcription, הזה, texts/xml/jord0001.xml
הזו, הזו, heb, transcription, הזו, texts/xml/beth0250.xml
הזות, הזות, heb, transcription, הזו</supplied>ת, texts/xml/masa0450.xml
הזות, הזות, heb, transcription, הזות, texts/xml/masa0451.xml
הזות, הזות, heb, transcription, הזות</supplied>, texts/xml/masa0452.xml
החסידין, החסידין, heb, transcription, החסידין, texts/xml/jord0001.xml
הטוב, הטוב, heb, transcription, </gap>הטוב, texts/xml/beth0263.xml
היא, היא, heb, transcription, היא, texts/xml/jord0001.xml
היכילין, היכילין, heb, transcription, היכילין, texts/xml/jeru0236.xml
הכדיןלה, הכדיןלה, heb, transcription, הכדיןל</supplied>ה, texts/xml/masa0454.xml
הכהן, הכהן, heb, transcription, הכה</supplied>ן, texts/xml/jaff0052.xml
הכהן, הכהן, heb, transcription, הכהן, texts/xml/jeru0234.xml
הכהן, הכהן, heb, transcription, הכהן, texts/xml/jeru0305.xml
הכוהן, הכוהן, heb, transcription, הכוהן, texts/xml/sepp0003.xml
הכלה, הכלה, heb, transcription, הכלה, texts/xml/jeru0092.xml
הכלה, הכלה, heb, transcription, הכלה, texts/xml/jeru0092.xml
הל, הל, heb, transcription, </lb>ה</unclear>ל</gap>, texts/xml/qumr0001.xml
הליו, הליו, heb, transcription, ה</gap>לי/ו, texts/xml/qumr0001.xml
הליוי, הליוי, heb, transcription, הליוי, texts/xml/sepp0006.xml
הללו, הללו, heb, transcription, הללו</supplied>, texts/xml/qumr0001.xml
הללנוסי, הללנוסי, heb, transcription, הלל</gap>נוסי</p></div>, texts/xml/masa0473.xml
הלנא, הלנא, heb, transcription, הלנא</p></div>, texts/xml/akld0016.xml
המ, המ, heb, transcription, המ</unclear>, texts/xml/beth0261.xml
המל, המל, heb, transcription, המל, texts/xml/jord0001.xml
המלאך, המלאך, heb, transcription, המלאך, texts/xml/jord0001.xml
המערה, המערה, heb, transcription, המערה, texts/xml/beth0250.xml
המקום, המקום, heb, transcription, המקום, texts/xml/jord0001.xml
המרכבה, המרכבה, heb, transcription, המרכבה, texts/xml/jord0001.xml
המרכבות, המרכבות, heb, transcription, המרכבות, texts/xml/jord0001.xml
הנגי, הנגי, heb, transcription, הנגי, texts/xml/jord0001.xml
הנה, הנה, heb, transcription, הנה, texts/xml/jord0001.xml
הנה, הנה, heb, transcription, הנה, texts/xml/jord0001.xml
הנניה, הנניה, heb, transcription, הנניה</supplied>, texts/xml/masa0486.xml
הנרא, הנרא, heb, transcription, הנרא, texts/xml/jord0001.xml
העגל, העגל, heb, transcription, </lb>העגל</p></div>, texts/xml/jeru0226.xml
העולם, העולם, heb, transcription, העולם, texts/xml/jord0001.xml
העיר, העיר, heb, transcription, העיר</supplied>, texts/xml/huqo0001.xml
העמקי, העמקי, heb, transcription, העמקי</p></div>, texts/xml/masa0434.xml
הצדיקים, הצדיקים, heb, transcription, הצדיקים</supplied>, texts/xml/beth0237.xml
הצדק, הצדק, heb, transcription, הצדק, texts/xml/jord0001.xml
הצמח, הצמח, heb, transcription, הצמח, texts/xml/jord0001.xml
הצץ, הצץ, heb, transcription, הצץ, texts/xml/jord0001.xml
הקבר, הקבר, heb, transcription, הקבר, texts/xml/beth0255.xml
הקבר, הקבר, heb, transcription, </lb>הקבר, texts/xml/jaff0052.xml
הקדושים, הקדושים, heb, transcription, </lb>הקדושים, texts/xml/beth0239.xml
הקדש, הקדש, heb, transcription, </lb>הקדש</supplied>, texts/xml/masa0449.xml
הקדש, הקדש, heb, transcription, הקדש</supplied>, texts/xml/masa0450.xml
הקדש, הקדש, heb, transcription, </lb>הקדש</supplied>, texts/xml/masa0451.xml
הקדש, הקדש, heb, transcription, הקדש</p></div>, texts/xml/masa0452.xml
הקטן, הקטן, heb, transcription, </lb>הקטן, texts/xml/beth0233.xml
הקטן, הקטן, heb, transcription, </lb>הקטן, texts/xml/beth0256.xml
הקטן, הקטן, heb, transcription, הקטן, texts/xml/jord0001.xml
הקפר, הקפר, heb, transcription, הקפר, texts/xml/dabb0006.xml
הרה, הרה, heb, transcription, הרה, texts/xml/masa0449.xml
הרה, הרה, heb, transcription, הרה</supplied>, texts/xml/masa0450.xml
הרה, הרה, heb, transcription, הרה, texts/xml/masa0451.xml
הרה, הרה, heb, transcription, הרה, texts/xml/masa0452.xml
הרם, הרם, heb, transcription, הרם</p></div>, texts/xml/bshe0101.xml
הרע, הרע, heb, transcription, הרע, texts/xml/jord0001.xml
הרע, הרע, heb, transcription, הרע, texts/xml/jord0001.xml
השורה, השורה, heb, transcription, השורה, texts/xml/masa0450.xml
השורה, השורה, heb, transcription, השורה, texts/xml/masa0451.xml
השמים, השמים, heb, transcription, </unclear></unclear>השמים, texts/xml/jord0001.xml
השמים, השמים, heb, transcription, השמים, texts/xml/jord0001.xml
השני, השני, heb, transcription, השני, texts/xml/jord0001.xml
השרין, השרין, heb, transcription, השרין, texts/xml/jord0001.xml
ו, ו, heb, transcription, ו</p></div>, texts/xml/beth0226.xml
ו, ו, heb, transcription, ו, texts/xml/beth0246.xml
ו, ו, heb, transcription, </lb>ו, texts/xml/beth0254.xml
ו, ו, heb, transcription, ו</supplied>, texts/xml/jeri0001.xml
ו, ו, heb, transcription, ו, texts/xml/jord0001.xml
ו, ו, heb, transcription, ו</supplied>, texts/xml/jord0001.xml
ו, ו, heb, transcription, ו</unclear>, texts/xml/jord0001.xml
ו, ו, heb, transcription, </unclear>ו, texts/xml/jord0001.xml
ו, ו, heb, transcription, </gap></unclear>ו, texts/xml/jord0001.xml
ו, ו, heb, transcription, ו</unclear>, texts/xml/jord0001.xml
ו, ו, heb, transcription, ו</gap>, texts/xml/masa0449.xml
ו, ו, heb, transcription, </lb>ו</unclear>, texts/xml/qumr0001.xml
ו, ו, heb, transcription, </lb>ו</unclear>, texts/xml/qumr0001.xml
ו, ו, heb, transcription, ו, texts/xml/sepp0001.xml
ו, ו, heb, transcription, </lb></gap>ו</unclear>, texts/xml/sepp0002.xml
ואגדה, ואגדה, heb, transcription, ואגדה, texts/xml/jord0001.xml
ואגיד, ואגיד, heb, transcription, ואגיד, texts/xml/jord0001.xml
ואטיון, ואטיון, heb, transcription, ואטיון, texts/xml/beth0237.xml
ואינן, ואינן, heb, transcription, </lb>ואינן, texts/xml/masa0449.xml
ואלוף, ואלוף, heb, transcription, </unclear></unclear></unclear></unclear></unclear></unclear></unclear>ואלוף, texts/xml/jord0001.xml
ואלעזר, ואלעזר, heb, transcription, ואלעזר, texts/xml/jeru0303.xml
ואמ, ואמ, heb, transcription, ואמ</unclear>, texts/xml/huqo0001.xml
ואני, ואני, heb, transcription, ואני, texts/xml/jord0001.xml
ואני, ואני, heb, transcription, ואני, texts/xml/jord0001.xml
ואנן, ואנן, heb, transcription, </lb>ואנן, texts/xml/masa0451.xml
ואראה, ואראה, heb, transcription, ואראה, texts/xml/jord0001.xml
ואת, ואת, heb, transcription, ואת, texts/xml/jord0001.xml
ואת, ואת, heb, transcription, ואת, texts/xml/jord0001.xml
ואת, ואת, heb, transcription, </lb>ואת, texts/xml/qumr0001.xml
ואת, ואת, heb, transcription, </lb>ואת, texts/xml/qumr0001.xml
ואתת, ואתת, heb, transcription, </lb>ואתת, texts/xml/jeru0085.xml
וב, וב, heb, transcription, </lb></gap>וב</supplied>, texts/xml/sepp0001.xml
ובידו, ובידו, heb, transcription, ובידו</p></div>, texts/xml/masa0468.xml
ובנוי, ובנוי, heb, transcription, </lb>ובנוי, texts/xml/sepp0004.xml
ובנוי, ובנוי, heb, transcription, ובנוי, texts/xml/sepp0008.xml
ובנוי, ובנוי, heb, transcription, ובנוי, texts/xml/sepp0010.xml
ובני, ובני, heb, transcription, ובני, texts/xml/sepp0006.xml
וברה, וברה, heb, transcription, וברה, texts/xml/jeru0045.xml
וברוכין, וברוכין, heb, transcription, וברוכי</supplied>ן, texts/xml/huqo0001.xml
ובריה, ובריה, heb, transcription, </gap>ובריה</p></div>, texts/xml/masa0504.xml
ובשבועה, ובשבועה, heb, transcription, </lb>ובשבועה, texts/xml/beth0224.xml
וד, וד, heb, transcription, </gap>וד</unclear>, texts/xml/beth0263.xml
ודה, ודה, heb, transcription, ודה</p></div>, texts/xml/beth0265.xml
ודעתיד, ודעתיד, heb, transcription, ודעתיד, texts/xml/tibe0003.xml
וה, וה, heb, transcription, וה, texts/xml/jord0001.xml
והאתאנים, והאתאנים, heb, transcription, </lb>וה/אתאנים, texts/xml/qumr0001.xml
והו, והו, heb, transcription, </unclear></unclear></unclear></gap></unclear></unclear>והו, texts/xml/jord0001.xml
והנפש, והנפש, heb, transcription, והנפש, texts/xml/jeru0303.xml
והשבין, והשבין, heb, transcription, והשבין, texts/xml/jord0001.xml
וחלפ, וחלפ, heb, transcription, וחלפ</supplied>, texts/xml/sepp0007.xml
וטפחים, וטפחים, heb, transcription, </lb>וטפחים, texts/xml/masa0585.xml
וטפחים, וטפחים, heb, transcription, </lb>וטפחים</p></div>, texts/xml/masa0585.xml
וי, וי, heb, transcription, וי, texts/xml/jord0001.xml
וי, וי, heb, transcription, ו/י, texts/xml/qumr0001.xml
וכולאילנ, וכולאילנ, heb, transcription, </lb>וכולאילנ, texts/xml/qumr0001.xml
וכרי, וכרי, heb, transcription, </unclear></unclear>וכרי, texts/xml/jord0001.xml
ולא, ולא, heb, transcription, ולא, texts/xml/jeru0042.xml
ולי, ולי, heb, transcription, ולי, texts/xml/tibe0003.xml
ולכול, ולכול, heb, transcription, ולכול, texts/xml/jord0001.xml
ום, ום, heb, transcription, ום</supplied>, texts/xml/huqo0001.xml
ום, ום, heb, transcription, ו</unclear>ם, texts/xml/qumr0001.xml
ומחר, ומחר, heb, transcription, ומחר, texts/xml/jord0001.xml
ומירים, ומירים, heb, transcription, ומירים</p></div>, texts/xml/beth0251.xml
ומעשות, ומעשות, heb, transcription, ומעשות, texts/xml/ahma0001.xml
ומרתא, ומרתא, heb, transcription, </lb>ומרתא, texts/xml/jeru0132.xml
ומתיה, ומתיה, heb, transcription, </lb>ומתיה, texts/xml/jeru0045.xml
ונ, ונ, heb, transcription, ונ, texts/xml/jord0001.xml
ונהרי, ונהרי, heb, transcription, </lb>ונהרי, texts/xml/sepp0005.xml
וסמקה, וסמקה, heb, transcription, וסמקה, texts/xml/sepp0005.xml
ופצ, ופצ, heb, transcription, ופצ, texts/xml/dabb0001.xml
ופרוטין, ופרוטין, heb, transcription, ופרו</supplied>טין, texts/xml/masa0450.xml
ופרוטין, ופרוטין, heb, transcription, </lb>ופרוטין, texts/xml/masa0452.xml
ופריגרי, ופריגרי, heb, transcription, </lb>ופריגרי, texts/xml/sepp0003.xml
ורח, ורח, heb, transcription, </unclear>ורח, texts/xml/jord0001.xml
ורן, ורן, heb, transcription, ורן, texts/xml/beth0281.xml
וש, וש, heb, transcription, וש, texts/xml/beth0239.xml
ושלום, ושלום, heb, transcription, ו</unclear>שלום</p></div>, texts/xml/jaff0054.xml
ושערי, ושערי, heb, transcription, ושערי, texts/xml/jord0001.xml
וששה, וששה, heb, transcription, </lb>וששה, texts/xml/beth0237.xml
ושתי, ושתי, heb, transcription, </lb>ושתי, texts/xml/masa0585.xml
ושתים, ושתים, heb, transcription, ושתים, texts/xml/beth0237.xml
