Ὀλυμπιόδωρος | Ὀλυμπιόδωρος | grc | transcription | docs/texts/xml/caes0001.xml|<p>Ὀλυμπιόδωρος
egregiate | egregiate | la-transl | translation | docs/texts/xml/caes0011.xml|<p><rs type="admTitle">egregiate
rank | rank | la-transl | translation | docs/texts/xml/caes0011.xml|<p>rank
procurator | procurator | la-transl | translation | docs/texts/xml/caes0011.xml|<p><rs type="admTitle">procurator
of | of | la-transl | translation | docs/texts/xml/caes0011.xml|<p>of
our | our | la-transl | translation | docs/texts/xml/caes0011.xml|<p>our
Augustus | Augustus | la-transl | translation | docs/texts/xml/caes0011.xml|<p>Augustus
patron | patron | la-transl | translation | docs/texts/xml/caes0011.xml|<p><rs type="status">patron
of | of | la-transl | translation | docs/texts/xml/caes0011.xml|<p>of
the | the | la-transl | translation | docs/texts/xml/caes0011.xml|<p>the
metropolis | metropolis | la-transl | translation | docs/texts/xml/caes0011.xml|<p>metropolis
by | by | la-transl | translation | docs/texts/xml/caes0011.xml|<p>by
decree | decree | la-transl | translation | docs/texts/xml/caes0011.xml|<p>decree
of | of | la-transl | translation | docs/texts/xml/caes0011.xml|<p>of
the | the | la-transl | translation | docs/texts/xml/caes0011.xml|<p>the
decurions | decurions | la-transl | translation | docs/texts/xml/caes0011.xml|<p>decurions.
TΤίτον | TΤίτον | grc | transcription | docs/texts/xml/caes0012.xml|<p><del>TΤίτον
Φλάουιον | Φλάουιον | grc | transcription | docs/texts/xml/caes0012.xml|<p><del><expan>Φλάουιον
Μάξιμον | Μάξιμον | grc | transcription | docs/texts/xml/caes0012.xml|<p><del>Μάξιμον
φιλόσοφον | φιλόσοφον | grc | transcription | docs/texts/xml/caes0012.xml|<p><lb><del>φιλόσοφον
Οὐάριος | Οὐάριος | grc | transcription | docs/texts/xml/caes0012.xml|<p><del>Οὐάριος
Σέλευκος | Σέλευκος | grc | transcription | docs/texts/xml/caes0012.xml|<p><del>Σέλευκος
κουράτορ | κουράτορ | grc | transcription | docs/texts/xml/caes0012.xml|<p><lb><del>κουράτορ
πλοίων | πλοίων | grc | transcription | docs/texts/xml/caes0012.xml|<p><del>πλοίων
κολωνίας | κολωνίας | grc | transcription | docs/texts/xml/caes0012.xml|<p><del><lb><del><expan>κολωνίας
Καισαρείας | Καισαρείας | grc | transcription | docs/texts/xml/caes0012.xml|<p><del>Καισαρείας
τὸν | τὸν | grc | transcription | docs/texts/xml/caes0012.xml|<p><lb><del>τὸν
προστάτην | προστάτην | grc | transcription | docs/texts/xml/caes0012.xml|<p>προστάτην.
Varios | Varios | grc-transl | translation | docs/texts/xml/caes0012.xml|<p><persName lang="grc " ref="persons.xml#caes0012p01">Varios
Seleukos | Seleukos | grc-transl | translation | docs/texts/xml/caes0012.xml|<p>Seleukos
curator | curator | grc-transl | translation | docs/texts/xml/caes0012.xml|<p><rs type="occupation">curator
of | of | grc-transl | translation | docs/texts/xml/caes0012.xml|<p>of
ships | ships | grc-transl | translation | docs/texts/xml/caes0012.xml|<p>ships
for | for | grc-transl | translation | docs/texts/xml/caes0012.xml|<p>for
the | the | grc-transl | translation | docs/texts/xml/caes0012.xml|<p>the
colony | colony | grc-transl | translation | docs/texts/xml/caes0012.xml|<p>colony
Caesarea | Caesarea | grc-transl | translation | docs/texts/xml/caes0012.xml|<p><placeName>Caesarea
honors | honors | grc-transl | translation | docs/texts/xml/caes0012.xml|<p>honors
as | as | grc-transl | translation | docs/texts/xml/caes0012.xml|<p>as
his | his | grc-transl | translation | docs/texts/xml/caes0012.xml|<p>his
patron | patron | grc-transl | translation | docs/texts/xml/caes0012.xml|<p>patron
the | the | grc-transl | translation | docs/texts/xml/caes0012.xml|<p>the
philosopher | philosopher | grc-transl | translation | docs/texts/xml/caes0012.xml|<p><rs type="occupation">philosopher
Titos | Titos | grc-transl | translation | docs/texts/xml/caes0012.xml|<p><name><persName lang="la " ref="persons.xml#caes0012p02" nymRef="names.xml#caes0012n02">Titos
Flavios | Flavios | grc-transl | translation | docs/texts/xml/caes0012.xml|<p><name><persName lang="la " ref="persons.xml#caes0012p03" nymRef="names.xml#caes0012n03">Flavios
Maximos | Maximos | grc-transl | translation | docs/texts/xml/caes0012.xml|<p><name><persName lang="la " ref="persons.xml#caes0012p04" nymRef="names.xml#caes0012n04">Maximos
Probo | probo | la | transcription | docs/texts/xml/caes0013.xml|<p><supplied reason="undefined"><gap reason="illegible" atLeast="9" atMost="11" unit="character"><del><gap reason="illegible" atLeast="4" atMost="6" unit="character"><lb>Probo
Aug | Aug | la | transcription | docs/texts/xml/caes0013.xml|<p><expan><abbr>Aug
usto | uro | la | transcription | docs/texts/xml/caes0013.xml|<p><expan><ex>usto
super | supo | la | transcription | docs/texts/xml/caes0013.xml|<p><expan><gap reason="illegible"><del><gap reason="illegible" atLeast="2" atMost="4" unit="character"><lb>super
om | om | la | transcription | docs/texts/xml/caes0013.xml|<p>om
nes | no | la | transcription | docs/texts/xml/caes0013.xml|<p>nes
retro | retro | la | transcription | docs/texts/xml/caes0013.xml|<p>retro
principes | princeps | la | transcription | docs/texts/xml/caes0013.xml|<p>principes
fortissimo | fortis | la | transcription | docs/texts/xml/caes0013.xml|<p>fortissimo
P | P | la | transcription | docs/texts/xml/caes0013.xml|<p><gap reason="illegible" atLeast="3" atMost="5" unit="character">P
assenianus | assenianus | la | transcription | docs/texts/xml/caes0013.xml|<p>assenianus
vir | vir | la | transcription | docs/texts/xml/caes0013.xml|<p>vir
clarissimus | clarus | la | transcription | docs/texts/xml/caes0013.xml|<p>clarissimus
praeses | praeses | la | transcription | docs/texts/xml/caes0013.xml|<p>praeses
provinciae | provincia | la | transcription | docs/texts/xml/caes0013.xml|<p>provinciae
Syriae | Syriae | la | transcription | docs/texts/xml/caes0013.xml|<p>Syriae
Palaestinae | Palaestinae | la | transcription | docs/texts/xml/caes0013.xml|<p><lb><expan>Palaestinae
devotus | de_-voveo | la | transcription | docs/texts/xml/caes0013.xml|<p>devotus
numini | numen | la | transcription | docs/texts/xml/caes0013.xml|<p>numini
maiestatique | majestas | la | transcription | docs/texts/xml/caes0013.xml|<p>maiestatique
eius | is | la | transcription | docs/texts/xml/caes0013.xml|<p>eius.
To | To | la-transl | translation | docs/texts/xml/caes0013.xml|<p>To...
Probus | Probus | la-transl | translation | docs/texts/xml/caes0013.xml|<p><name><persName lang="la " ref="persons.xml#caes0013p01" nymRef="names.xml#caes0013n01">Probus
Augustus | Augustus | la-transl | translation | docs/texts/xml/caes0013.xml|<p><name><persName lang="la " ref="persons.xml#caes0013p02" nymRef="names.xml#caes0013n02">Augustus
most | most | la-transl | translation | docs/texts/xml/caes0013.xml|<p><name>...most
powerful | powerful | la-transl | translation | docs/texts/xml/caes0013.xml|<p>powerful
beyond | beyond | la-transl | translation | docs/texts/xml/caes0013.xml|<p>beyond
all | all | la-transl | translation | docs/texts/xml/caes0013.xml|<p>all
previous | previous | la-transl | translation | docs/texts/xml/caes0013.xml|<p>previous
princesPassenianus | princesPassenianus | la-transl | translation | docs/texts/xml/caes0013.xml|<p>princes...Passenianus
of | of | la-transl | translation | docs/texts/xml/caes0013.xml|<p>of
clarissimate | clarissimate | la-transl | translation | docs/texts/xml/caes0013.xml|<p><rs type="admTitle">clarissimate
rank | rank | la-transl | translation | docs/texts/xml/caes0013.xml|<p>rank
governor | governor | la-transl | translation | docs/texts/xml/caes0013.xml|<p><rs type="admTitle">governor
of | of | la-transl | translation | docs/texts/xml/caes0013.xml|<p>of
the | the | la-transl | translation | docs/texts/xml/caes0013.xml|<p>the
province | province | la-transl | translation | docs/texts/xml/caes0013.xml|<p>province
Syria | Syria | la-transl | translation | docs/texts/xml/caes0013.xml|<p><placeName>Syria
Palaestina | Palaestina | la-transl | translation | docs/texts/xml/caes0013.xml|<p><placeName>Palaestina
devoted | devoted | la-transl | translation | docs/texts/xml/caes0013.xml|<p>devoted
to | to | la-transl | translation | docs/texts/xml/caes0013.xml|<p>to
his | his | la-transl | translation | docs/texts/xml/caes0013.xml|<p>his
might | might | la-transl | translation | docs/texts/xml/caes0013.xml|<p>might
and | and | la-transl | translation | docs/texts/xml/caes0013.xml|<p>and
majesty | majesty | la-transl | translation | docs/texts/xml/caes0013.xml|<p>majesty.
Fortissimo | fortis | la | transcription | docs/texts/xml/caes0014.xml|<p>Fortissimo
et | et | la | transcription | docs/texts/xml/caes0014.xml|<p>et
consultissimo | consultissimo | la | transcription | docs/texts/xml/caes0014.xml|<p>consultissimo
iuventutis | juventus | la | transcription | docs/texts/xml/caes0014.xml|<p><lb>iuventutis
principi | princeps | la | transcription | docs/texts/xml/caes0014.xml|<p>principi
Galerio | Galerio | la | transcription | docs/texts/xml/caes0014.xml|<p>Galerio
Valerio | Valerio | la | transcription | docs/texts/xml/caes0014.xml|<p><expan>Valerio
Maximiano | Maximiano | la | transcription | docs/texts/xml/caes0014.xml|<p>Maximiano
pio | pius | la | transcription | docs/texts/xml/caes0014.xml|<p>pio
felici | felix | la | transcription | docs/texts/xml/caes0014.xml|<p>felici
invicto | invictus | la | transcription | docs/texts/xml/caes0014.xml|<p>invicto
nobilissimo | nobilis | la | transcription | docs/texts/xml/caes0014.xml|<p>nobilissimo
Caesari | Caesari | la | transcription | docs/texts/xml/caes0014.xml|<p>Caesari
Aufidius | Aufidius | la | transcription | docs/texts/xml/caes0014.xml|<p><expan>Aufidius
Priscus | priscus | la | transcription | docs/texts/xml/caes0014.xml|<p>Priscus
vir | vir | la | transcription | docs/texts/xml/caes0014.xml|<p>vir
perfectissimus | perficio | la | transcription | docs/texts/xml/caes0014.xml|<p>perfectissimus
praeses | praeses | la | transcription | docs/texts/xml/caes0014.xml|<p>praeses
provinciae | provincia | la | transcription | docs/texts/xml/caes0014.xml|<p><lb>provinciae
Palaestinae | Palaestinae | la | transcription | docs/texts/xml/caes0014.xml|<p><expan>Palaestinae
devotus | de_-voveo | la | transcription | docs/texts/xml/caes0014.xml|<p>devotus
numini | numen | la | transcription | docs/texts/xml/caes0014.xml|<p>numini
maiestatique | majestas | la | transcription | docs/texts/xml/caes0014.xml|<p>maiestatique
eius | is | la | transcription | docs/texts/xml/caes0014.xml|<p>eius.
To | To | la-transl | translation | docs/texts/xml/caes0014.xml|<p>To
the | the | la-transl | translation | docs/texts/xml/caes0014.xml|<p>the
strongest | strongest | la-transl | translation | docs/texts/xml/caes0014.xml|<p>strongest
and | and | la-transl | translation | docs/texts/xml/caes0014.xml|<p>and
wisest | wisest | la-transl | translation | docs/texts/xml/caes0014.xml|<p>wisest
leader | leader | la-transl | translation | docs/texts/xml/caes0014.xml|<p>leader
of | of | la-transl | translation | docs/texts/xml/caes0014.xml|<p>of
the | the | la-transl | translation | docs/texts/xml/caes0014.xml|<p>the
young | young | la-transl | translation | docs/texts/xml/caes0014.xml|<p>young
Galerius | Galerius | la-transl | translation | docs/texts/xml/caes0014.xml|<p><name><persName lang="la " ref="persons.xml#caes0014p01" nymRef="names.xml#caes0014n01">Galerius
Valerius | Valerius | la-transl | translation | docs/texts/xml/caes0014.xml|<p><name><persName lang="la " ref="persons.xml#caes0014p02" nymRef="names.xml#caes0014n02">Valerius
Maximianus | Maximianus | la-transl | translation | docs/texts/xml/caes0014.xml|<p><name><persName lang="la " ref="persons.xml#caes0014p03" nymRef="names.xml#caes0014n03">Maximianus
faithful | faithful | la-transl | translation | docs/texts/xml/caes0014.xml|<p><name>faithful
happy | happy | la-transl | translation | docs/texts/xml/caes0014.xml|<p>happy
unconquered | unconquered | la-transl | translation | docs/texts/xml/caes0014.xml|<p>unconquered
most | most | la-transl | translation | docs/texts/xml/caes0014.xml|<p>most
noble | noble | la-transl | translation | docs/texts/xml/caes0014.xml|<p>noble
Caesar | Caesar | la-transl | translation | docs/texts/xml/caes0014.xml|<p>Caesar.
Aufidius | Aufidius | la-transl | translation | docs/texts/xml/caes0014.xml|<p><name><persName lang="la " ref="persons.xml#caes0014p04" nymRef="names.xml#caes0014n04">Aufidius
Priscus | Priscus | la-transl | translation | docs/texts/xml/caes0014.xml|<p><name><persName lang="la " ref="persons.xml#caes0014p05" nymRef="names.xml#caes0014n05">Priscus
of | of | la-transl | translation | docs/texts/xml/caes0014.xml|<p><name>of
perfectissimate | perfectissimate | la-transl | translation | docs/texts/xml/caes0014.xml|<p><rs type="admTitle">perfectissimate
rank | rank | la-transl | translation | docs/texts/xml/caes0014.xml|<p>rank
governor | governor | la-transl | translation | docs/texts/xml/caes0014.xml|<p><rs type="admTitle">governor
of | of | la-transl | translation | docs/texts/xml/caes0014.xml|<p>of
the | the | la-transl | translation | docs/texts/xml/caes0014.xml|<p>the
province | province | la-transl | translation | docs/texts/xml/caes0014.xml|<p>province
Palaestina | Palaestina | la-transl | translation | docs/texts/xml/caes0014.xml|<p><placeName>Palaestina
devoted | devoted | la-transl | translation | docs/texts/xml/caes0014.xml|<p>devoted
to | to | la-transl | translation | docs/texts/xml/caes0014.xml|<p>to
his | his | la-transl | translation | docs/texts/xml/caes0014.xml|<p>his
might | might | la-transl | translation | docs/texts/xml/caes0014.xml|<p>might
and | and | la-transl | translation | docs/texts/xml/caes0014.xml|<p>and
majesty | majesty | la-transl | translation | docs/texts/xml/caes0014.xml|<p>majesty.
Decimo | decimus | la | transcription | docs/texts/xml/caes0015.xml|<p><expan>Decimo
Seio | Seio | la | transcription | docs/texts/xml/caes0015.xml|<p>Seio
Decimi | decimus | la | transcription | docs/texts/xml/caes0015.xml|<p>Decimi
filio | filius | la | transcription | docs/texts/xml/caes0015.xml|<p>filio
Quirina | Quirina | la | transcription | docs/texts/xml/caes0015.xml|<p><expan>Quirina
Senecae | Senecae | la | transcription | docs/texts/xml/caes0015.xml|<p>Senecae
legato | lego | la | transcription | docs/texts/xml/caes0015.xml|<p>legato
Augusti | augustus | la | transcription | docs/texts/xml/caes0015.xml|<p><expan>Augusti
pro | pro | la | transcription | docs/texts/xml/caes0015.xml|<p>pro
praetore | praetor | la | transcription | docs/texts/xml/caes0015.xml|<p>praetore
provinciae | provincia | la | transcription | docs/texts/xml/caes0015.xml|<p>provinciae
Syriae | Syriae | la | transcription | docs/texts/xml/caes0015.xml|<p><lb>Syriae
Palaestinae | Palaestinae | la | transcription | docs/texts/xml/caes0015.xml|<p>Palaestinae
mandatu | mando | la | transcription | docs/texts/xml/caes0015.xml|<p>mandatu
Sexti | sextus | la | transcription | docs/texts/xml/caes0015.xml|<p>Sexti
Cornelii | Cornelii | la | transcription | docs/texts/xml/caes0015.xml|<p><expan>Cornelii
Quirina | Quirina | la | transcription | docs/texts/xml/caes0015.xml|<p>Quirina
Taurini | taurinus | la | transcription | docs/texts/xml/caes0015.xml|<p>Taurini
duumviralis | duumviralis | la | transcription | docs/texts/xml/caes0015.xml|<p>duumviralis
Cornelius | Cornelius | la | transcription | docs/texts/xml/caes0015.xml|<p>Cornelius
Quintianus | Quintianus | la | transcription | docs/texts/xml/caes0015.xml|<p><del>Quintianus
filius | filius | la | transcription | docs/texts/xml/caes0015.xml|<p><lb>filius
To | To | la-transl | translation | docs/texts/xml/caes0015.xml|<p>To
Decimus | Decimus | la-transl | translation | docs/texts/xml/caes0015.xml|<p><name><persName lang="la " ref="persons.xml#caes0015p01" nymRef="names.xml#caes0015n01">Decimus
Seius | Seius | la-transl | translation | docs/texts/xml/caes0015.xml|<p><name><persName lang="la " ref="persons.xml#caes0015p02" nymRef="names.xml#caes0015n02">Seius
Seneca | Seneca | la-transl | translation | docs/texts/xml/caes0015.xml|<p><name><persName lang="la " ref="persons.xml#caes0015p03" nymRef="names.xml#caes0015n03">Seneca
son | son | la-transl | translation | docs/texts/xml/caes0015.xml|<p><name><rs type="family">son
of | of | la-transl | translation | docs/texts/xml/caes0015.xml|<p>of
Decimus | Decimus | la-transl | translation | docs/texts/xml/caes0015.xml|<p><persName lang="la " ref="persons.xml#caes0015p04">Decimus
of | of | la-transl | translation | docs/texts/xml/caes0015.xml|<p>of
the | the | la-transl | translation | docs/texts/xml/caes0015.xml|<p>the
tribe | tribe | la-transl | translation | docs/texts/xml/caes0015.xml|<p>tribe
Quirina | Quirina | la-transl | translation | docs/texts/xml/caes0015.xml|<p><name>Quirina
propraetorian | propraetorian | la-transl | translation | docs/texts/xml/caes0015.xml|<p><rs type="admTitle">propraetorian
legate | legate | la-transl | translation | docs/texts/xml/caes0015.xml|<p><rs type="admTitle">legate
of | of | la-transl | translation | docs/texts/xml/caes0015.xml|<p>of
Augustus | Augustus | la-transl | translation | docs/texts/xml/caes0015.xml|<p>Augustus
for | for | la-transl | translation | docs/texts/xml/caes0015.xml|<p>for
the | the | la-transl | translation | docs/texts/xml/caes0015.xml|<p>the
province | province | la-transl | translation | docs/texts/xml/caes0015.xml|<p>province
Syria | Syria | la-transl | translation | docs/texts/xml/caes0015.xml|<p><placeName>Syria
Palaestina | Palaestina | la-transl | translation | docs/texts/xml/caes0015.xml|<p>Palaestina.
By | By | la-transl | translation | docs/texts/xml/caes0015.xml|<p>By
order | order | la-transl | translation | docs/texts/xml/caes0015.xml|<p>order
of | of | la-transl | translation | docs/texts/xml/caes0015.xml|<p>of
Sextus | Sextus | la-transl | translation | docs/texts/xml/caes0015.xml|<p><name><persName lang="la " ref="persons.xml#caes0015p05" nymRef="names.xml#caes0015n05">Sextus
Cornelius | Cornelius | la-transl | translation | docs/texts/xml/caes0015.xml|<p><name><persName lang="la " ref="persons.xml#caes0015p06" nymRef="names.xml#caes0015n06">Cornelius
Taurinus | Taurinus | la-transl | translation | docs/texts/xml/caes0015.xml|<p><name><persName lang="la " ref="persons.xml#caes0015p07" nymRef="names.xml#caes0015n07">Taurinus
of | of | la-transl | translation | docs/texts/xml/caes0015.xml|<p><name>of
the | the | la-transl | translation | docs/texts/xml/caes0015.xml|<p>the
tribe | tribe | la-transl | translation | docs/texts/xml/caes0015.xml|<p>tribe
Quirina | Quirina | la-transl | translation | docs/texts/xml/caes0015.xml|<p><name>Quirina
former | former | la-transl | translation | docs/texts/xml/caes0015.xml|<p>former
duumvir | duumvir | la-transl | translation | docs/texts/xml/caes0015.xml|<p>duumvir.
His | His | la-transl | translation | docs/texts/xml/caes0015.xml|<p>His
son | son | la-transl | translation | docs/texts/xml/caes0015.xml|<p><rs type="family">son
Cornelius | Cornelius | la-transl | translation | docs/texts/xml/caes0015.xml|<p><name><persName lang="la " ref="persons.xml#caes0015p08" nymRef="names.xml#caes0015n08">Cornelius
Quintianus | Quintianus | la-transl | translation | docs/texts/xml/caes0015.xml|<p><name><persName lang="la " ref="persons.xml#caes0015p09" nymRef="names.xml#caes0015n09">Quintianus
Omni | omne | la | transcription | docs/texts/xml/caes0016.xml|<p>Omni
um | um | la | transcription | docs/texts/xml/caes0016.xml|<p><del><supplied reason="undefined">um
gentium | gens | la | transcription | docs/texts/xml/caes0016.xml|<p><del>gentium
vere | verus | la | transcription | docs/texts/xml/caes0016.xml|<p><del><lb>vere
victoriosiss | victoriosiss | la | transcription | docs/texts/xml/caes0016.xml|<p><del><choice><abbr>victoriosiss
victoriosissimo | victoriosissimo | la | transcription | docs/texts/xml/caes0016.xml|<p><del><choice><abbr>victoriosissimo
ac | atque | la | transcription | docs/texts/xml/caes0016.xml|<p><del><choice><lb>ac
felicissimo | felix | la | transcription | docs/texts/xml/caes0016.xml|<p>felicissimo
ciss | ciss | la | transcription | docs/texts/xml/caes0016.xml|<p><del>ciss
indulgent | indulgeo | la | transcription | docs/texts/xml/caes0016.xml|<p><del><choice><abbr>indulgent
indulgentissimo | indulgeo | la | transcription | docs/texts/xml/caes0016.xml|<p><del><choice><abbr>indulgentissimo
Caesari | Caesari | la | transcription | docs/texts/xml/caes0016.xml|<p><del><choice><lb>Caesari
nostro | noster | la | transcription | docs/texts/xml/caes0016.xml|<p>nostro
Marco | marcus | la | transcription | docs/texts/xml/caes0016.xml|<p>Marco
Aurelio | Aurelio | la | transcription | docs/texts/xml/caes0016.xml|<p><del><expan>Aurelio
Probo | probo | la | transcription | docs/texts/xml/caes0016.xml|<p><del>Probo
invicto | invictus | la | transcription | docs/texts/xml/caes0016.xml|<p><del><supplied reason="undefined"><lb>invicto
Aug | Aug | la | transcription | docs/texts/xml/caes0016.xml|<p><del><choice><abbr>Aug
Augusto | augustus | la | transcription | docs/texts/xml/caes0016.xml|<p><del><choice>Augusto
imperatori | imperator | la | transcription | docs/texts/xml/caes0016.xml|<p><del><choice>imperatori
Acilius | Acilius | la | transcription | docs/texts/xml/caes0016.xml|<p><del><supplied reason="undefined"><gap reason="illegible" quantity="1" unit="characters"><lb>Acilius
Cleobulus | Cleobulus | la | transcription | docs/texts/xml/caes0016.xml|<p><del>Cleobulus
vir | vir | la | transcription | docs/texts/xml/caes0016.xml|<p><del><supplied reason="undefined">vir
clarissimus | clarus | la | transcription | docs/texts/xml/caes0016.xml|<p><del><supplied reason="undefined">clarissimus
praes | praes | la | transcription | docs/texts/xml/caes0016.xml|<p><del><supplied reason="undefined"><lb><choice><abbr>praes
praeses | praeses | la | transcription | docs/texts/xml/caes0016.xml|<p><choice><abbr>praeses
provinciae | provincia | la | transcription | docs/texts/xml/caes0016.xml|<p><choice><del>provinciae
Syriae | Syriae | la | transcription | docs/texts/xml/caes0016.xml|<p><del>Syriae
Pal | Pal | la | transcription | docs/texts/xml/caes0016.xml|<p><del><choice><abbr>Pal
Palaestinae | Palaestinae | la | transcription | docs/texts/xml/caes0016.xml|<p><del><choice><abbr>Palaestinae
devotus | de_-voveo | la | transcription | docs/texts/xml/caes0016.xml|<p><del><choice><lb><del>devotus
numini | numen | la | transcription | docs/texts/xml/caes0016.xml|<p><del>numini
maiestatique | majestas | la | transcription | docs/texts/xml/caes0016.xml|<p><del>maiestatique
e | ex | la | transcription | docs/texts/xml/caes0016.xml|<p><del><choice><abbr>e
eius | is | la | transcription | docs/texts/xml/caes0016.xml|<p><del><choice><abbr>eius
To | To | la-transl | translation | docs/texts/xml/caes0016.xml|<p>To
our | our | la-transl | translation | docs/texts/xml/caes0016.xml|<p>our
Caesar | Caesar | la-transl | translation | docs/texts/xml/caes0016.xml|<p><rs type="admTitle">Caesar
Marcus | Marcus | la-transl | translation | docs/texts/xml/caes0016.xml|<p><name><persName lang="la " ref="persons.xml#caes0016p01" nymRef="names.xml#caes0016n01">Marcus
Aurelius | Aurelius | la-transl | translation | docs/texts/xml/caes0016.xml|<p><name><persName lang="la " ref="persons.xml#caes0016p02" nymRef="names.xml#caes0016n02">Aurelius
Probus | Probus | la-transl | translation | docs/texts/xml/caes0016.xml|<p><name><persName lang="la " ref="persons.xml#caes0016p03" nymRef="names.xml#caes0016n03">Probus
unconquered | unconquered | la-transl | translation | docs/texts/xml/caes0016.xml|<p><name>...unconquered
Augustus | Augustus | la-transl | translation | docs/texts/xml/caes0016.xml|<p>Augustus
Emperor | Emperor | la-transl | translation | docs/texts/xml/caes0016.xml|<p>Emperor...
truly | truly | la-transl | translation | docs/texts/xml/caes0016.xml|<p>truly
most | most | la-transl | translation | docs/texts/xml/caes0016.xml|<p>most
victorious | victorious | la-transl | translation | docs/texts/xml/caes0016.xml|<p>victorious
over | over | la-transl | translation | docs/texts/xml/caes0016.xml|<p>over
all | all | la-transl | translation | docs/texts/xml/caes0016.xml|<p>all
peoples | peoples | la-transl | translation | docs/texts/xml/caes0016.xml|<p>peoples
and | and | la-transl | translation | docs/texts/xml/caes0016.xml|<p>and
most | most | la-transl | translation | docs/texts/xml/caes0016.xml|<p>most
happy | happy | la-transl | translation | docs/texts/xml/caes0016.xml|<p>happy
and | and | la-transl | translation | docs/texts/xml/caes0016.xml|<p>and
forbearing | forbearing | la-transl | translation | docs/texts/xml/caes0016.xml|<p>forbearing.
Acilius | Acilius | la-transl | translation | docs/texts/xml/caes0016.xml|<p><name><persName lang="la " ref="persons.xml#caes0016p04" nymRef="names.xml#caes0016n04">Acilius
Cleobulus | Cleobulus | la-transl | translation | docs/texts/xml/caes0016.xml|<p><name><persName lang="la " ref="persons.xml#caes0016p05" nymRef="names.xml#caes0016n05">Cleobulus
of | of | la-transl | translation | docs/texts/xml/caes0016.xml|<p><name>of
clarissimate | clarissimate | la-transl | translation | docs/texts/xml/caes0016.xml|<p><rs type="admTitle">clarissimate
rank | rank | la-transl | translation | docs/texts/xml/caes0016.xml|<p>rank
governor | governor | la-transl | translation | docs/texts/xml/caes0016.xml|<p><rs type="admTitle">governor
of | of | la-transl | translation | docs/texts/xml/caes0016.xml|<p>of
the | the | la-transl | translation | docs/texts/xml/caes0016.xml|<p>the
province | province | la-transl | translation | docs/texts/xml/caes0016.xml|<p>province
Syria | Syria | la-transl | translation | docs/texts/xml/caes0016.xml|<p><placeName>Syria
Palaestina | Palaestina | la-transl | translation | docs/texts/xml/caes0016.xml|<p><placeName>Palaestina
devoted | devoted | la-transl | translation | docs/texts/xml/caes0016.xml|<p>devoted
to | to | la-transl | translation | docs/texts/xml/caes0016.xml|<p>to
his | his | la-transl | translation | docs/texts/xml/caes0016.xml|<p>his
might | might | la-transl | translation | docs/texts/xml/caes0016.xml|<p>might
and | and | la-transl | translation | docs/texts/xml/caes0016.xml|<p>and
majesty | majesty | la-transl | translation | docs/texts/xml/caes0016.xml|<p>majesty.
Fortissimo | fortis | la | transcription | docs/texts/xml/caes0017.xml|<p><supplied reason="undefined">Fortissimo
et | et | la | transcription | docs/texts/xml/caes0017.xml|<p><supplied reason="undefined">et
consultissimo | consultissimo | la | transcription | docs/texts/xml/caes0017.xml|<p>consultissimo
iuventutis | juventus | la | transcription | docs/texts/xml/caes0017.xml|<p>iuventutis
principi | princeps | la | transcription | docs/texts/xml/caes0017.xml|<p>principi
Flavio | Flavio | la | transcription | docs/texts/xml/caes0017.xml|<p><expan>Flavio
Valerio | Valerio | la | transcription | docs/texts/xml/caes0017.xml|<p>Valerio
Constantio | Constantio | la | transcription | docs/texts/xml/caes0017.xml|<p>Constantio
pio | pius | la | transcription | docs/texts/xml/caes0017.xml|<p>pio
felici | felix | la | transcription | docs/texts/xml/caes0017.xml|<p>felici
invicto | invictus | la | transcription | docs/texts/xml/caes0017.xml|<p>invicto
nobilissimo | nobilis | la | transcription | docs/texts/xml/caes0017.xml|<p>nobilissimo
Caesari | Caesari | la | transcription | docs/texts/xml/caes0017.xml|<p>Caesari
Aufidius | Aufidius | la | transcription | docs/texts/xml/caes0017.xml|<p><expan>Aufidius
Priscus | priscus | la | transcription | docs/texts/xml/caes0017.xml|<p>Priscus
vir | vir | la | transcription | docs/texts/xml/caes0017.xml|<p>vir
perfectissimus | perficio | la | transcription | docs/texts/xml/caes0017.xml|<p>perfectissimus
praeses | praeses | la | transcription | docs/texts/xml/caes0017.xml|<p>praeses
provinciae | provincia | la | transcription | docs/texts/xml/caes0017.xml|<p>provinciae
Palaestinae | Palaestinae | la | transcription | docs/texts/xml/caes0017.xml|<p><lb><expan>Palaestinae
devotus | de_-voveo | la | transcription | docs/texts/xml/caes0017.xml|<p>devotus
numini | numen | la | transcription | docs/texts/xml/caes0017.xml|<p>numini
maiestatique | majestas | la | transcription | docs/texts/xml/caes0017.xml|<p>maiestatique
eorum | is | la | transcription | docs/texts/xml/caes0017.xml|<p>eorum.
To | To | la-transl | translation | docs/texts/xml/caes0017.xml|<p>To
the | the | la-transl | translation | docs/texts/xml/caes0017.xml|<p>the
strongest | strongest | la-transl | translation | docs/texts/xml/caes0017.xml|<p>strongest
and | and | la-transl | translation | docs/texts/xml/caes0017.xml|<p>and
wisest | wisest | la-transl | translation | docs/texts/xml/caes0017.xml|<p>wisest
leader | leader | la-transl | translation | docs/texts/xml/caes0017.xml|<p>leader
of | of | la-transl | translation | docs/texts/xml/caes0017.xml|<p>of
the | the | la-transl | translation | docs/texts/xml/caes0017.xml|<p>the
young | young | la-transl | translation | docs/texts/xml/caes0017.xml|<p>young
